No.;Product_Category_1;Product_Category_2;Purchase
339;0,000423675;0,00067788;0,99999968
340;0,000804828;0,000968595;0,999999207
341;0,000221288;0,000295051;0,999999932
342;0,000365408;0,000487211;0,999999815
343;0,000565482;0,001088875;0,999999247
344;0,00100515;0,001209678;0,999998763
345;0,000715613;0,002003717;0,999997737
346;0,000729394;0,001404497;0,999998748
347;0,001367282;0,002563654;0,999995779
348;0,000122745;0,000245489;0,999999962
349;0,001167313;0,001245134;0,999998544
350;0,001356159;0,00163211;0,999997749
351;0,002003496;0,002411168;0,999995086
352;0,000989608;0,001190973;0,999998801
353;0,00069842;0,001955576;0,999997844
354;0,000499417;0,000832362;0,999999529
355;0,000999125;0,001202427;0,999998778
356;0,001302717;0,001567794;0,999997922
357;0,000825166;0,001444041;0,999998617
358;0,001355927;0,002372872;0,999996265
359;0,008669985;0,006956103;0,99993822
360;0,008379004;0,011870255;0,999894439
361;0,001928631;0,002410789;0,999995234
362;0,001017293;0,001224292;0,999998733
363;0,000796903;0,001096065;0,999999082
364;0,000125188;0,001001502;0,999999491
365;0,002441372;0,004701028;0,99998597
366;0,017513457;0,021555024;0,999614255
367;6,51E-05;0,000520664;0,999999862
368;0,00095529;0,001839477;0,999997852
369;8,55E-05;0,001197194;0,99999928
370;0,000420309;0,000546402;0,999999762
371;6,39E-05;0,000319407;0,999999947
372;0,000812677;0,000978041;0,999999191
373;0,00037601;0,000626684;0,999999733
374;0,000581462;0,001628094;0,999998506
375;0,000983041;0,001183071;0,999998817
376;0,000483014;0,001288036;0,999999054
377;0,00103013;0,001239741;0,999998701
378;6,58E-05;0,000986323;0,999999511
379;0,00094625;0,002271;0,999996974
380;0,001004393;0,001208767;0,999998765
381;0,001241243;0,000853607;0,999998865
382;0,00136031;0,001637106;0,999997735
383;0,000582275;0,00112121;0,999999202
384;0,001456563;0,001986223;0,999996967
385;0,003593834;0,004325107;0,999984189
386;5,14E-05;0,000102764;0,999999993
387;0,000226364;0,000301818;0,999999929
388;5,15E-05;0,000823893;0,999999659
389;5,15E-05;0,00082436;0,999999659
390;0,000808979;0,00097359;0,999999199
391;6,40E-05;0,000319939;0,999999947
392;0,000708918;0,001134268;0,999999105
393;0,000577901;0,000924641;0,999999406
394;0,000989117;0,002101874;0,999997302
395;0,00080988;0,000974674;0,999999197
396;0,001029467;0,001238943;0,999998703
397;0,00080499;0,00096879;0,999999207
398;0,000710631;0,000852757;0,999999384
399;8,75E-05;0,00052498;0,999999858
400;8,54E-05;0,000682885;0,999999763
401;0,001003385;0,001207554;0,999998768
402;0,000706613;0,001360632;0,999998825
403;0,003472107;0,007378227;0,999966753
404;8,44E-05;0,001266249;0,999999195
405;0,001011631;0,002149716;0,999997178
406;0,000957302;0,001843351;0,999997843
407;0,000714693;0,001376191;0,999998798
408;0,001004015;0,001208312;0,999998766
409;6,48E-05;0,000518605;0,999999863
410;6,29E-05;0,000503145;0,999999871
411;8,46E-05;0,001353408;0,999999081
412;0,000128172;0,000640861;0,999999786
413;6,40E-05;0,00032002;0,999999947
414;6,57E-05;0,000131475;0,999999989
415;6,42E-05;0,000513446;0,999999866
416;0,00048352;0,000644693;0,999999675
417;0,000224938;0,000299918;0,99999993
418;0,000219507;0,000292676;0,999999933
419;0,000156912;0,000313824;0,999999938
420;0,000560852;0,000747803;0,999999563
421;0,000123556;0,000247112;0,999999962
422;0,000122549;0,000245098;0,999999962
423;0,001878808;0,00234851;0,999995477
424;0,00027137;0,000361827;0,999999898
425;0,000272727;0,000363636;0,999999897
426;0,000283607;0,000472679;0,999999848
427;0,001011503;0,002023007;0,999997442
428;0,00069541;0,001339058;0,999998862
429;6,50E-05;0,001039433;0,999999458
430;8,43E-05;0,001348276;0,999999088
431;0,001339354;0,002678709;0,999995515
432;0,000723693;0,00139352;0,999998767
433;0,001302081;0,001567028;0,999997925
434;0,000920468;0,00257731;0,999996255
435;0,006976465;0,005597358;0,999959998
436;0,000729713;0,001167541;0,999999052
437;0,000708114;0,001363522;0,99999882
438;0,000728013;0,001401839;0,999998752
439;0,00058153;0,000930448;0,999999398
440;0,001379685;0,002656677;0,999995519
441;0,000715716;0,002004003;0,999997736
442;0,000728649;0,002040217;0,999997653
443;0,00037679;0,000502386;0,999999803
444;0,000376341;0,000627234;0,999999732
445;0,000817326;0,001430321;0,999998643
446;0,00081144;0,00162288;0,999998354
447;0,000363724;0,000484966;0,999999816
448;0,000795386;0,000994233;0,999999189
449;0,000122519;0,000245038;0,999999962
450;0,000994404;0,001988808;0,999997528
451;6,42E-05;0,000128337;0,99999999
452;0,0005698;0,00125356;0,999999052
453;0,000125063;0,000250125;0,999999961
454;0,000725794;0,001306429;0,999998883
455;8,53E-05;0,000170503;0,999999982
456;0,00094073;0,002634044;0,999996088
457;0,001429782;0,004289347;0,999989779
458;8,41E-05;0,000504371;0,999999869
459;0,000291333;0,000388444;0,999999882
460;0,001336449;0,00160839;0,999997813
461;5,19E-05;0,000103718;0,999999993
462;5,14E-05;0,00010287;0,999999993
463;0,000242659;0,001455956;0,999998911
464;0,000259941;0,003899112;0,999992365
465;0,000220847;0,003091858;0,999995196
466;0,000798243;0,001596485;0,999998407
467;0,001024458;0,001232914;0,999998715
468;0,000712351;0,001371681;0,999998806
469;0,000567923;0,000908677;0,999999426
470;0,002861994;0,005510965;0,999980719
471;0,00130676;0,001572659;0,99999791
472;0,001022492;0,002172795;0,999997117
473;0,000573789;0,000688547;0,999999598
474;0,001027484;0,001236556;0,999998708
475;0,000716845;0,001380334;0,99999879
476;6,48E-05;0,001036739;0,99999946
477;0,001363508;0,002181613;0,999996691
478;0,000933878;0,002614857;0,999996145
479;8,62E-05;0,00017234;0,999999981
480;0,001316217;0,002632433;0,999995669
481;0,002734082;0,003417602;0,999990422
482;0,002487526;0,004789901;0,999985434
483;0,00019982;0,00149865;0,999998857
484;0,000696572;0,001341297;0,999998858
485;0,001330445;0,00266089;0,999995575
486;0,000564461;0,00158049;0,999998592
487;0,000952016;0,001833172;0,999997867
488;0,00057006;0,000684072;0,999999604
489;0,001014711;0,002029421;0,999997426
490;0,000223881;0,000298507;0,99999993
491;0,003582531;0,006269429;0,99997393
492;0,001410431;0,00271588;0,999995317
493;0,002676614;0,005154004;0,999983136
494;0,001352262;0,00162742;0,999997761
495;0,000519031;0,000692041;0,999999626
496;0,000521286;0,000695048;0,999999623
497;0,000959692;0,001279589;0,999998721
498;0,008651002;0,010092836;0,999911644
499;0,003784185;0,006622324;0,999970912
500;0,000578034;0,001156068;0,999999165
501;8,73E-05;0,000174688;0,999999981
502;0,000310848;0,001243393;0,999999179
503;0,000710428;0,001278771;0,99999893
504;0,000271961;0,000362614;0,999999897
505;0,000225683;0,001128413;0,999999338
506;6,29E-05;0,000692041;0,999999759
507;5,20E-05;0,000779342;0,999999695
508;0,0001241;0,000744601;0,999999715
509;8,51E-05;0,000510464;0,999999866
510;8,31E-05;0,000664617;0,999999776
511;6,46E-05;0,001033658;0,999999464
512;0,000127616;0,001228667;0,999999237
513;6,29E-05;0,000503113;0,999999871
514;8,67E-05;0,000953784;0,999999541
515;8,62E-05;0,00137919;0,999999045
516;0,000235237;0,003763794;0,999992889
517;0,000120642;0,001161519;0,999999318
518;0,001384268;0,002665503;0,999995489
519;6,46E-05;0,000129182;0,99999999
520;0,001334753;0,002135605;0,999996829
521;0,001018199;0,001225382;0,999998731
522;0,000695119;0,002085356;0,999997584
523;0,001365882;0,002390293;0,99999621
524;0,000710227;0,001136363;0,999999102
525;0,001003008;0,0012071;0,999998768
526;8,57E-05;0,000825008;0,999999656
527;0,00130081;0,001565499;0,999997929
528;0,000717977;0,001723145;0,999998258
529;0,01382774;0,010240868;0,999851948
530;0,000803534;0,00170751;0,999998219
531;0,001029201;0,002187051;0,999997079
532;0,001347933;0,001622211;0,999997776
533;5,27E-05;0,000421452;0,99999991
534;0,000278577;0,000371436;0,999999892
535;0,001022885;0,001790049;0,999997875
536;0,002491262;0,002989514;0,999992428
537;8,61E-05;0,000172236;0,999999981
538;0,000127812;0,000255624;0,999999959
539;0,000480538;0,000640717;0,999999679
540;5,14E-05;0,000494649;0,999999876
541;5,26E-05;0,000105114;0,999999993
542;5,16E-05;0,000496434;0,999999875
543;6,30E-05;0,000693088;0,999999758
544;0,000804747;0,001609493;0,999998381
545;0,000261164;0,002089314;0,999997783
546;0,000703432;0,001354506;0,999998835
547;0,001950259;0,002347098;0,999995344
548;0,002465417;0,006903168;0,999973134
549;0,000120337;0,001158584;0,999999322
550;0,013990097;0,017218581;0,999753869
551;6,32E-05;0,000947747;0,999999549
552;6,56E-05;0,000525176;0,99999986
553;6,49E-05;0,000972888;0,999999525
554;6,33E-05;0,000949307;0,999999547
555;0,001811287;0,002469937;0,999995309
556;0,000716844;0,002007164;0,999997729
557;0,001980669;0,003961338;0,999990192
558;8,71E-05;0,001394213;0,999999024
559;0,000710731;0,00113717;0,999999101
560;0,000578368;0,001619431;0,999998521
561;5,08E-05;0,000101507;0,999999994
562;0,00082026;0,000987166;0,999999176
563;0,00086192;0,000553229;0,999999476
564;0,002040285;0,002550356;0,999994666
565;0,001373859;0,001653412;0,999997689
566;0,011340956;0,009099077;0,999894289
567;0,002473987;0,004763831;0,999985593
568;0,000522712;0,000731796;0,999999596
569;0,000728543;0,002039919;0,999997654
570;0,000705715;0,001358903;0,999998828
571;0,00072223;0,000866676;0,999999364
572;6,51E-05;0,000911992;0,999999582
573;0,00097106;0,001869843;0,99999778
574;0,000220994;0,000294659;0,999999932
575;5,08E-05;0,000406153;0,999999916
576;0,00117279;0,001250975;0,99999853
577;0,000274474;0,000365965;0,999999895
578;0,006916036;0,008068709;0,999943531
579;0,000123678;0,000556552;0,999999837
580;6,36E-05;0,000127178;0,99999999
581;0,000119947;0,000239894;0,999999964
582;0,000820007;0,001435012;0,999998634
583;0,000982799;0,001965597;0,999997585
584;8,33E-05;0,001249062;0,999999216
585;0,001342504;0,001615677;0,999997794
586;0,000578101;0,001113173;0,999999213
587;0,003964245;0,00477089;0,999980762
588;0,000126903;0,00190355;0,99999818
589;5,14E-05;0,000102849;0,999999993
590;0,000120482;0,000240964;0,999999964
591;8,41E-05;0,000168166;0,999999982
592;0,000923359;0,002031389;0,99999751
593;0,003707404;0,003244936;0,999987863
594;0,002421295;0,002119258;0,999994823
595;0,00746232;0,006531457;0,999950826
596;0,000923017;0,002215242;0,99999712
597;0,000989975;0,001732455;0,999998009
598;0,000823722;0,001441514;0,999998622
599;6,29E-05;0,000125715;0,99999999
600;6,39E-05;0,000958405;0,999999539
601;6,35E-05;0,000952018;0,999999545
602;0,000124813;0,000249626;0,999999961
603;8,77E-05;0,000175316;0,999999981
604;6,45E-05;0,001032791;0,999999465
605;0,000209008;0,000836033;0,999999629
606;6,37E-05;0,000127494;0,99999999
607;0,000942681;0,002639507;0,999996072
608;0,000722228;0,002455575;0,999996724
609;0,000947506;0,001824488;0,999997887
610;0,000705416;0,001975165;0,999997801
611;0,001884997;0,003769995;0,999991117
612;0,000536001;0,000714668;0,999999601
613;6,31E-05;0,000315716;0,999999948
614;0,000372024;0,000992063;0,999999439
615;0,001378544;0,00265448;0,999995527
616;5,13E-05;0,00056416;0,99999984
617;0,000220751;0,000441501;0,999999878
618;0,001373998;0,002645726;0,999995556
619;0,000940907;0,00263454;0,999996087
620;8,26E-05;0,001321112;0,999999124
621;0,00137702;0,003855655;0,999991619
622;5,11E-05;0,000306341;0,999999952
623;5,27E-05;0,000316272;0,999999949
624;0,000364609;0,000486145;0,999999815
625;0,00015374;0,000384349;0,999999914
626;6,40E-05;0,000895427;0,999999597
627;6,59E-05;0,000634203;0,999999797
628;0,001293028;0,002586057;0,99999582
629;0,00036483;0,00060805;0,999999749
630;0,000682593;0,000887371;0,999999373
631;0,001024326;0,00179257;0,999997869
632;0,000122805;0,000614024;0,999999804
633;0,001991024;0,003484293;0,999991948
634;8,35E-05;0,000804263;0,999999673
635;0,000123001;0,001845015;0,99999829
636;0,001012144;0,001218096;0,999998746
637;0,002446062;0,002140936;0,999994717
638;5,20E-05;0,000500564;0,999999873
639;6,56E-05;0,000524487;0,99999986
640;5,25E-05;0,000262274;0,999999964
641;8,59E-05;0,000515154;0,999999864
642;0,000430422;0,000602591;0,999999726
643;0,00137437;0,003848236;0,999991651
644;5,08E-05;0,000101621;0,999999994
645;0,001359153;0,002208623;0,999996637
646;0,00086605;0,000923787;0,999999198
647;0,000937731;0,002625646;0,999996113
648;0,001013939;0,002027878;0,99999743
649;0,000579441;0,00127477;0,99999902
650;6,50E-05;0,000625875;0,999999802
651;6,39E-05;0,000511476;0,999999867
652;0,000943751;0,001510001;0,999998415
653;6,44E-05;0,000386473;0,999999923
654;5,15E-05;0,000103061;0,999999993
655;0,000542299;0,000813449;0,999999522
656;0,003621452;0,006337541;0,99997336
657;5,07E-05;0,000101492;0,999999994
658;6,29E-05;0,000377192;0,999999927
659;5,25E-05;0,000104921;0,999999993
660;6,56E-05;0,001049593;0,999999447
661;5,18E-05;0,000498748;0,999999874
662;5,20E-05;0,000779626;0,999999695
663;5,11E-05;0,000102255;0,999999993
664;5,24E-05;0,000504339;0,999999871
665;6,35E-05;0,000381098;0,999999925
666;0,00072611;0,001161776;0,999999062
667;0,000990711;0,001192301;0,999998798
668;0,000568117;0,001093948;0,99999924
669;0,000572475;0,00091596;0,999999417
670;0,001347704;0,002358482;0,999996311
671;0,001345666;0,001619482;0,999997783
672;0,000922848;0,001777007;0,999997995
673;0,000725057;0,001160092;0,999999064
674;0,000129299;0,000258598;0,999999958
675;0,000984372;0,001184672;0,999998814
676;0,000574118;0,001105504;0,999999224
677;0,000576169;0,000921871;0,999999409
678;0,000915247;0,001464395;0,999998509
679;0,001335816;0,003740286;0,999992113
680;0,000571363;0,001100198;0,999999232
681;0,000719009;0,002013225;0,999997715
682;0,000802246;0,000965487;0,999999212
683;0,000710125;0,001988349;0,999997771
684;0,000569541;0,000911265;0,999999423
685;0,001026034;0,001667305;0,999998084
686;0,001380447;0,002658144;0,999995514
687;6,34E-05;0,000126719;0,99999999
688;0,000260213;0,001561278;0,999998747
